rep,prompt_id,category,K,decision,diagnosis,r_conclusion,r_basis,r_effort,tick,member_count
rep2,F1_boiling_point,factual,1.0,PASS,Full Convergence,1,1,0.953835,26,6
rep2,F2_fraction_conversion,factual,0.0,BLOCK,Multi-Dimension Divergence,0.838181,0.307228,0.75482,26,6
rep2,F2_fraction_conversion,factual,0.1,BLOCK,Basis Divergence,0.863018,0.325198,0.795247,26,6
rep2,F2_fraction_conversion,factual,0.2,BLOCK,Basis Divergence,0.886502,0.343798,0.832076,26,6
rep2,F2_fraction_conversion,factual,0.3,BLOCK,Basis Divergence,0.907877,0.362986,0.864706,26,6
rep2,F2_fraction_conversion,factual,0.4,BLOCK,Basis Divergence,0.926648,0.382706,0.892829,26,6
rep2,F2_fraction_conversion,factual,0.5,BLOCK,Basis Divergence,0.942604,0.402887,0.916435,26,6
rep2,F2_fraction_conversion,factual,0.6,BLOCK,Basis Divergence,0.955782,0.423442,0.935768,26,6
rep2,F2_fraction_conversion,factual,0.7,BLOCK,Basis Divergence,0.966395,0.44427,0.951255,26,6
rep2,F2_fraction_conversion,factual,0.8,BLOCK,Basis Divergence,0.974761,0.46526,0.963423,26,6
rep2,F2_fraction_conversion,factual,0.9,BLOCK,Basis Divergence,0.981236,0.486299,0.972823,26,6
rep2,F2_fraction_conversion,factual,1.0,BLOCK,Basis Divergence,0.986173,0.507281,0.979981,26,6
rep2,F3_three_branches,factual,0.0,BLOCK,Basis Divergence,0.977063,0.502571,0.787525,26,6
rep2,F3_three_branches,factual,0.1,BLOCK,Basis Divergence,0.982778,0.539682,0.818257,26,6
rep2,F3_three_branches,factual,0.2,BLOCK,Basis Divergence,0.987151,0.57794,0.847515,26,6
rep2,F3_three_branches,factual,0.3,BLOCK,Basis Divergence,0.990468,0.617077,0.874539,26,6
rep2,F3_three_branches,factual,0.4,BLOCK,Basis Divergence,0.992966,0.656734,0.898728,26,6
rep2,F3_three_branches,factual,0.5,BLOCK,Basis Divergence,0.994834,0.696439,0.91972,26,6
rep2,F3_three_branches,factual,0.6,PASS,Full Convergence,0.996222,0.735595,0.937412,26,6
rep2,F3_three_branches,factual,0.7,PASS,Full Convergence,0.99725,0.773499,0.95193,26,6
rep2,F3_three_branches,factual,0.8,PASS,Full Convergence,0.998006,0.80939,0.963567,26,6
rep2,F3_three_branches,factual,0.9,PASS,Full Convergence,0.99856,0.842534,0.972704,26,6
rep2,F3_three_branches,factual,1.0,PASS,Full Convergence,0.998964,0.872321,0.979754,26,6
rep2,F4_tides,factual,0.0,BLOCK,Multi-Dimension Divergence,0.835057,0.169413,0.85709,26,6
rep2,F4_tides,factual,0.1,BLOCK,Basis Divergence,0.860145,0.180507,0.885059,26,6
rep2,F4_tides,factual,0.2,BLOCK,Basis Divergence,0.883926,0.192616,0.909072,26,6
rep2,F4_tides,factual,0.3,BLOCK,Basis Divergence,0.905631,0.20582,0.929156,26,6
rep2,F4_tides,factual,0.4,BLOCK,Basis Divergence,0.924744,0.220197,0.945555,26,6
rep2,F4_tides,factual,0.5,BLOCK,Basis Divergence,0.941033,0.23582,0.958664,26,6
rep2,F4_tides,factual,0.6,BLOCK,Basis Divergence,0.954517,0.252757,0.968949,26,6
rep2,F4_tides,factual,0.7,BLOCK,Basis Divergence,0.965397,0.271067,0.976891,26,6
rep2,F4_tides,factual,0.8,BLOCK,Basis Divergence,0.973988,0.290798,0.982941,26,6
rep2,F4_tides,factual,0.9,BLOCK,Basis Divergence,0.980648,0.311987,0.987498,26,6
rep2,F4_tides,factual,1.0,BLOCK,Basis Divergence,0.985731,0.334654,0.990896,26,6
rep2,S1_programming_2035,speculative,0.0,BLOCK,Multi-Dimension Divergence,0.717004,0.506654,0.72144,26,6
rep2,S1_programming_2035,speculative,0.1,BLOCK,Multi-Dimension Divergence,0.766912,0.524821,0.749831,26,6
rep2,S1_programming_2035,speculative,0.2,BLOCK,Multi-Dimension Divergence,0.81154,0.542009,0.778919,26,6
rep2,S1_programming_2035,speculative,0.3,BLOCK,Basis Divergence,0.850263,0.558058,0.808113,26,6
rep2,S1_programming_2035,speculative,0.4,BLOCK,Basis Divergence,0.882928,0.572851,0.83665,26,6
rep2,S1_programming_2035,speculative,0.5,BLOCK,Basis Divergence,0.909784,0.586321,0.863711,26,6
rep2,S1_programming_2035,speculative,0.6,BLOCK,Basis Divergence,0.931367,0.598446,0.888554,26,6
rep2,S1_programming_2035,speculative,0.7,BLOCK,Basis Divergence,0.948372,0.609254,0.910622,26,6
rep2,S1_programming_2035,speculative,0.8,BLOCK,Basis Divergence,0.961543,0.618806,0.929616,26,6
rep2,S1_programming_2035,speculative,0.9,BLOCK,Basis Divergence,0.971599,0.6272,0.945488,26,6
rep2,S1_programming_2035,speculative,1.0,BLOCK,Basis Divergence,0.979183,0.634556,0.958404,26,6
rep2,S2_grocery_2045,speculative,0.0,BLOCK,Conclusion Divergence,0.672693,0.77071,0.811534,26,6
rep2,S2_grocery_2045,speculative,0.1,BLOCK,Conclusion Divergence,0.718052,0.80806,0.845066,26,6
rep2,S2_grocery_2045,speculative,0.2,BLOCK,Conclusion Divergence,0.761847,0.842265,0.874884,26,6
rep2,S2_grocery_2045,speculative,0.3,BLOCK,Conclusion Divergence,0.802763,0.872703,0.90067,26,6
rep2,S2_grocery_2045,speculative,0.4,BLOCK,Conclusion Divergence,0.839763,0.899028,0.922382,26,6
rep2,S2_grocery_2045,speculative,0.5,PASS,Full Convergence,0.872184,0.921185,0.940214,26,6
rep2,S2_grocery_2045,speculative,0.6,PASS,Full Convergence,0.899762,0.93937,0.954536,26,6
rep2,S2_grocery_2045,speculative,0.7,PASS,Full Convergence,0.922594,0.953961,0.965815,26,6
rep2,S2_grocery_2045,speculative,0.8,PASS,Full Convergence,0.941041,0.965438,0.974548,26,6
rep2,S2_grocery_2045,speculative,0.9,PASS,Full Convergence,0.955632,0.974311,0.981213,26,6
rep2,S2_grocery_2045,speculative,1.0,PASS,Full Convergence,0.966964,0.981073,0.986237,26,6
rep2,S3_mars_colony,speculative,0.0,BLOCK,Multi-Dimension Divergence,0.23089,0.135908,0.774943,26,6
rep2,S3_mars_colony,speculative,0.1,BLOCK,Multi-Dimension Divergence,0.252687,0.141819,0.800859,26,6
rep2,S3_mars_colony,speculative,0.2,BLOCK,Multi-Dimension Divergence,0.276614,0.148097,0.827258,26,6
rep2,S3_mars_colony,speculative,0.3,BLOCK,Multi-Dimension Divergence,0.302844,0.154778,0.853253,26,6
rep2,S3_mars_colony,speculative,0.4,BLOCK,Multi-Dimension Divergence,0.331535,0.161904,0.877943,26,6
rep2,S3_mars_colony,speculative,0.5,BLOCK,Multi-Dimension Divergence,0.362817,0.16952,0.900558,26,6
rep2,S3_mars_colony,speculative,0.6,BLOCK,Multi-Dimension Divergence,0.396771,0.177677,0.920555,26,6
rep2,S3_mars_colony,speculative,0.7,BLOCK,Multi-Dimension Divergence,0.433406,0.186431,0.937667,26,6
rep2,S3_mars_colony,speculative,0.8,BLOCK,Multi-Dimension Divergence,0.472629,0.195843,0.951882,26,6
rep2,S3_mars_colony,speculative,0.9,BLOCK,Multi-Dimension Divergence,0.514215,0.205981,0.963384,26,6
rep2,S3_mars_colony,speculative,1.0,BLOCK,Multi-Dimension Divergence,0.557778,0.216918,0.972484,26,6
rep2,S4_llms_10_years,speculative,0.0,BLOCK,Multi-Dimension Divergence,0.0738816,0.106184,0.796701,26,6
rep2,S4_llms_10_years,speculative,0.1,BLOCK,Multi-Dimension Divergence,0.0818609,0.116467,0.824545,26,6
rep2,S4_llms_10_years,speculative,0.2,BLOCK,Multi-Dimension Divergence,0.0908755,0.127645,0.851621,26,6
rep2,S4_llms_10_years,speculative,0.3,BLOCK,Multi-Dimension Divergence,0.101035,0.139771,0.87707,26,6
rep2,S4_llms_10_years,speculative,0.4,BLOCK,Multi-Dimension Divergence,0.112458,0.152896,0.900178,26,6
rep2,S4_llms_10_years,speculative,0.5,BLOCK,Multi-Dimension Divergence,0.125273,0.167066,0.920467,26,6
rep2,S4_llms_10_years,speculative,0.6,BLOCK,Multi-Dimension Divergence,0.139617,0.18232,0.93773,26,6
rep2,S4_llms_10_years,speculative,0.7,BLOCK,Multi-Dimension Divergence,0.155634,0.198685,0.952005,26,6
rep2,S4_llms_10_years,speculative,0.8,BLOCK,Multi-Dimension Divergence,0.17348,0.216179,0.963516,26,6
rep2,S4_llms_10_years,speculative,0.9,BLOCK,Multi-Dimension Divergence,0.193313,0.2348,0.9726,26,6
rep2,S4_llms_10_years,speculative,1.0,BLOCK,Multi-Dimension Divergence,0.215295,0.254529,0.979636,26,6
rep2,X1_av_trolley,controversial,0.0,BLOCK,Multi-Dimension Divergence,0.307198,0.24545,0.708691,26,6
rep2,X1_av_trolley,controversial,0.1,BLOCK,Multi-Dimension Divergence,0.321672,0.2581,0.741067,26,6
rep2,X1_av_trolley,controversial,0.2,BLOCK,Multi-Dimension Divergence,0.338108,0.271515,0.773452,26,6
rep2,X1_av_trolley,controversial,0.3,BLOCK,Multi-Dimension Divergence,0.356886,0.285787,0.805233,26,6
rep2,X1_av_trolley,controversial,0.4,BLOCK,Multi-Dimension Divergence,0.378382,0.301017,0.835671,26,6
rep2,X1_av_trolley,controversial,0.5,BLOCK,Multi-Dimension Divergence,0.402943,0.317314,0.864016,26,6
rep2,X1_av_trolley,controversial,0.6,BLOCK,Multi-Dimension Divergence,0.430847,0.334786,0.889625,26,6
rep2,X1_av_trolley,controversial,0.7,BLOCK,Multi-Dimension Divergence,0.462257,0.35354,0.912063,26,6
rep2,X1_av_trolley,controversial,0.8,BLOCK,Multi-Dimension Divergence,0.497173,0.373671,0.931148,26,6
rep2,X1_av_trolley,controversial,0.9,BLOCK,Multi-Dimension Divergence,0.53539,0.395257,0.946938,26,6
rep2,X1_av_trolley,controversial,1.0,BLOCK,Multi-Dimension Divergence,0.576457,0.418351,0.95968,26,6
rep2,X2_ai_art_ethics,controversial,0.0,BLOCK,Multi-Dimension Divergence,0.55279,0.159924,0.758228,26,6
rep2,X2_ai_art_ethics,controversial,0.1,BLOCK,Multi-Dimension Divergence,0.600277,0.173706,0.792044,26,6
rep2,X2_ai_art_ethics,controversial,0.2,BLOCK,Multi-Dimension Divergence,0.648826,0.188707,0.824358,26,6
rep2,X2_ai_art_ethics,controversial,0.3,BLOCK,Multi-Dimension Divergence,0.697128,0.205024,0.854425,26,6
rep2,X2_ai_art_ethics,controversial,0.4,BLOCK,Multi-Dimension Divergence,0.74378,0.222754,0.881602,26,6
rep2,X2_ai_art_ethics,controversial,0.5,BLOCK,Multi-Dimension Divergence,0.787458,0.241996,0.905449,26,6
rep2,X2_ai_art_ethics,controversial,0.6,BLOCK,Multi-Dimension Divergence,0.827076,0.26285,0.925774,26,6
rep2,X2_ai_art_ethics,controversial,0.7,BLOCK,Basis Divergence,0.861905,0.28541,0.942635,26,6
rep2,X2_ai_art_ethics,controversial,0.8,BLOCK,Basis Divergence,0.891621,0.309767,0.956282,26,6
rep2,X2_ai_art_ethics,controversial,0.9,BLOCK,Basis Divergence,0.916283,0.335999,0.96709,26,6
rep2,X2_ai_art_ethics,controversial,1.0,BLOCK,Basis Divergence,0.936247,0.364168,0.975492,26,6
rep2,X3_mandatory_voting,controversial,0.0,BLOCK,Basis Divergence,0.951155,0.1214,0.727008,26,6
rep2,X3_mandatory_voting,controversial,0.1,BLOCK,Basis Divergence,0.962602,0.134587,0.75496,26,6
rep2,X3_mandatory_voting,controversial,0.2,BLOCK,Basis Divergence,0.971656,0.149195,0.78363,26,6
rep2,X3_mandatory_voting,controversial,0.3,BLOCK,Basis Divergence,0.978708,0.165359,0.812407,26,6
rep2,X3_mandatory_voting,controversial,0.4,BLOCK,Basis Divergence,0.98413,0.18322,0.840514,26,6
rep2,X3_mandatory_voting,controversial,0.5,BLOCK,Basis Divergence,0.988251,0.202926,0.867126,26,6
rep2,X3_mandatory_voting,controversial,0.6,BLOCK,Basis Divergence,0.991356,0.22463,0.891507,26,6
rep2,X3_mandatory_voting,controversial,0.7,BLOCK,Basis Divergence,0.993675,0.248483,0.913118,26,6
rep2,X3_mandatory_voting,controversial,0.8,BLOCK,Basis Divergence,0.995395,0.27463,0.931675,26,6
rep2,X3_mandatory_voting,controversial,0.9,BLOCK,Basis Divergence,0.996663,0.303201,0.947148,26,6
rep2,X3_mandatory_voting,controversial,1.0,BLOCK,Basis Divergence,0.997593,0.3343,0.959714,26,6
rep2,X4_company_harm,controversial,0.0,BLOCK,Multi-Dimension Divergence,0.684409,0.357928,0.757538,26,6
rep2,X4_company_harm,controversial,0.1,BLOCK,Multi-Dimension Divergence,0.733345,0.376385,0.786172,26,6
rep2,X4_company_harm,controversial,0.2,BLOCK,Multi-Dimension Divergence,0.77883,0.395488,0.81488,26,6
rep2,X4_company_harm,controversial,0.3,BLOCK,Multi-Dimension Divergence,0.819898,0.415151,0.842865,26,6
rep2,X4_company_harm,controversial,0.4,BLOCK,Basis Divergence,0.855923,0.435252,0.869296,26,6
rep2,X4_company_harm,controversial,0.5,BLOCK,Basis Divergence,0.88665,0.455641,0.893444,26,6
rep2,X4_company_harm,controversial,0.6,BLOCK,Basis Divergence,0.912181,0.476143,0.914786,26,6
rep2,X4_company_harm,controversial,0.7,BLOCK,Basis Divergence,0.932893,0.496573,0.933063,26,6
rep2,X4_company_harm,controversial,0.8,BLOCK,Basis Divergence,0.949343,0.516745,0.948266,26,6
rep2,X4_company_harm,controversial,0.9,BLOCK,Basis Divergence,0.962169,0.536493,0.960588,26,6
rep2,X4_company_harm,controversial,1.0,BLOCK,Basis Divergence,0.972011,0.555684,0.970353,26,6
rep3,A1_semantic_mirage,adversarial,0.0,BLOCK,Multi-Dimension Divergence,0.49491,0.182979,0.860313,26,6
rep3,A1_semantic_mirage,adversarial,0.1,BLOCK,Multi-Dimension Divergence,0.512414,0.200847,0.884523,26,6
rep3,A1_semantic_mirage,adversarial,0.2,BLOCK,Multi-Dimension Divergence,0.530219,0.220542,0.906419,26,6
rep3,A1_semantic_mirage,adversarial,0.3,BLOCK,Multi-Dimension Divergence,0.548117,0.242218,0.925562,26,6
rep3,A1_semantic_mirage,adversarial,0.4,BLOCK,Multi-Dimension Divergence,0.56594,0.266031,0.941782,26,6
rep3,A1_semantic_mirage,adversarial,0.5,BLOCK,Multi-Dimension Divergence,0.583577,0.29213,0.95515,26,6
rep3,A1_semantic_mirage,adversarial,0.6,BLOCK,Multi-Dimension Divergence,0.600997,0.320648,0.965902,26,6
rep3,A1_semantic_mirage,adversarial,0.7,BLOCK,Multi-Dimension Divergence,0.618256,0.351691,0.974372,26,6
rep3,A1_semantic_mirage,adversarial,0.8,BLOCK,Multi-Dimension Divergence,0.635498,0.385319,0.980929,26,6
rep3,A1_semantic_mirage,adversarial,0.9,BLOCK,Multi-Dimension Divergence,0.652942,0.421532,0.98593,26,6
rep3,A1_semantic_mirage,adversarial,1.0,BLOCK,Multi-Dimension Divergence,0.670865,0.460241,0.989698,26,6
rep3,A2_trojan_consensus,adversarial,0.0,BLOCK,Multi-Dimension Divergence,0.684716,0.375875,0.715186,26,6
rep3,A2_trojan_consensus,adversarial,0.1,BLOCK,Multi-Dimension Divergence,0.730993,0.400946,0.730768,26,6
rep3,A2_trojan_consensus,adversarial,0.2,BLOCK,Multi-Dimension Divergence,0.775125,0.426243,0.748839,26,6
rep3,A2_trojan_consensus,adversarial,0.3,BLOCK,Multi-Dimension Divergence,0.815752,0.45149,0.769312,26,6
rep3,A2_trojan_consensus,adversarial,0.4,BLOCK,Basis Divergence,0.851904,0.476432,0.791838,26,6
rep3,A2_trojan_consensus,adversarial,0.5,BLOCK,Basis Divergence,0.883064,0.50085,0.81581,26,6
rep3,A2_trojan_consensus,adversarial,0.6,BLOCK,Basis Divergence,0.909151,0.524581,0.840403,26,6
rep3,A2_trojan_consensus,adversarial,0.7,BLOCK,Basis Divergence,0.93043,0.547533,0.864684,26,6
rep3,A2_trojan_consensus,adversarial,0.8,BLOCK,Basis Divergence,0.947396,0.569701,0.887744,26,6
rep3,A2_trojan_consensus,adversarial,0.9,BLOCK,Basis Divergence,0.960662,0.591169,0.908824,26,6
rep3,A2_trojan_consensus,adversarial,1.0,BLOCK,Basis Divergence,0.970863,0.612108,0.92741,26,6
rep3,A3_dynamic_range,adversarial,0.0,BLOCK,Multi-Dimension Divergence,0.602392,0.275084,0.844441,36,5
rep3,A3_dynamic_range,adversarial,0.1,BLOCK,Multi-Dimension Divergence,0.655546,0.307323,0.872201,36,5
rep3,A3_dynamic_range,adversarial,0.2,BLOCK,Multi-Dimension Divergence,0.70726,0.342681,0.897024,36,5
rep3,A3_dynamic_range,adversarial,0.3,BLOCK,Multi-Dimension Divergence,0.756022,0.381195,0.918502,36,5
rep3,A3_dynamic_range,adversarial,0.4,BLOCK,Multi-Dimension Divergence,0.800556,0.422789,0.93654,36,5
rep3,A3_dynamic_range,adversarial,0.5,BLOCK,Multi-Dimension Divergence,0.839969,0.467236,0.951291,36,5
rep3,A3_dynamic_range,adversarial,0.6,BLOCK,Basis Divergence,0.873817,0.514125,0.963081,36,5
rep3,A3_dynamic_range,adversarial,0.7,BLOCK,Basis Divergence,0.902083,0.562835,0.972322,36,5
rep3,A3_dynamic_range,adversarial,0.8,BLOCK,Basis Divergence,0.925099,0.612526,0.979446,36,5
rep3,A3_dynamic_range,adversarial,0.9,BLOCK,Basis Divergence,0.943426,0.662168,0.984861,36,5
rep3,A3_dynamic_range,adversarial,1.0,PASS,Full Convergence,0.95774,0.710601,0.98893,36,5
rep3,A4_entropy_flooding,adversarial,0.0,BLOCK,Basis Divergence,0.959832,0.346083,0.846629,26,6
rep3,A4_entropy_flooding,adversarial,0.1,BLOCK,Basis Divergence,0.969671,0.3612,0.874974,26,6
rep3,A4_entropy_flooding,adversarial,0.2,BLOCK,Basis Divergence,0.977271,0.37691,0.899873,26,6
rep3,A4_entropy_flooding,adversarial,0.3,BLOCK,Basis Divergence,0.983078,0.393191,0.921136,26,6
rep3,A4_entropy_flooding,adversarial,0.4,BLOCK,Basis Divergence,0.987476,0.409998,0.938819,26,6
rep3,A4_entropy_flooding,adversarial,0.5,BLOCK,Basis Divergence,0.990781,0.427252,0.953177,26,6
rep3,A4_entropy_flooding,adversarial,0.6,BLOCK,Basis Divergence,0.993247,0.444844,0.964592,26,6
rep3,A4_entropy_flooding,adversarial,0.7,BLOCK,Basis Divergence,0.995076,0.462632,0.973503,26,6
rep3,A4_entropy_flooding,adversarial,0.8,BLOCK,Basis Divergence,0.996425,0.480445,0.980351,26,6
rep3,A4_entropy_flooding,adversarial,0.9,BLOCK,Basis Divergence,0.997416,0.498089,0.985545,26,6
rep3,A4_entropy_flooding,adversarial,1.0,BLOCK,Basis Divergence,0.99814,0.515362,0.989441,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.0,PASS,Full Convergence,0.998396,0.710301,0.749705,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.1,PASS,Full Convergence,0.998812,0.731888,0.769547,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.2,PASS,Full Convergence,0.999123,0.755324,0.79164,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.3,PASS,Full Convergence,0.999355,0.780335,0.815346,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.4,PASS,Full Convergence,0.999527,0.806385,0.839808,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.5,PASS,Full Convergence,0.999654,0.832719,0.864052,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.6,PASS,Full Convergence,0.999748,0.858459,0.887133,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.7,PASS,Full Convergence,0.999817,0.882742,0.908266,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.8,PASS,Full Convergence,0.999868,0.904845,0.926915,26,6
rep3,B2F_atomic_gold,baseline_repeat,0.9,PASS,Full Convergence,0.999905,0.924278,0.942827,26,6
rep3,B2F_atomic_gold,baseline_repeat,1.0,PASS,Full Convergence,0.999932,0.94082,0.955999,26,6
rep3,B2X_carbon_standards,baseline_repeat,0.0,BLOCK,Basis Divergence,0.873398,0.267789,0.790682,26,6
rep3,B2X_carbon_standards,baseline_repeat,0.1,BLOCK,Basis Divergence,0.896082,0.294969,0.828611,26,6
rep3,B2X_carbon_standards,baseline_repeat,0.2,BLOCK,Basis Divergence,0.916362,0.324727,0.862107,26,6
